,Force / N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time / s,9.99g try 1,9.99g try 2,9.99g try 3,20.18 try 1,20.18 try 2,20.18 try 3,30.26 try 1,30.26 try 2,30.26 try 3,40.31 try 1,40.31 try 2,40.31 try 3,50.48 try 1,50.48 try 2,50.48 try 3,60.51 try 1,60.51 try 2,60.51 try 3,70.59 try 1,70.59 try 2,70.59 try 3,80.81 try 1,80.81 try 2,80.81 try 3,91.21 try 1,91.21 try 2,91.21 try 3,100.95 try 1,100.95 try 2,100.95 try 3
2.76,0.602512082,1.8867856,3.492314478,-2.841449714,-0.4614643823,1.035342624,0.01109285112,-0.8141113824,-0.6335192412,5.979081052,-1.379025782,6.911263105,-7.193349006,-3.895676206,2.189072284,1.249927881,0.8661786779,-0.07277779079,-0.1529372937,-2.119143936,1.577896758,-1.743629811,1.11188657,5.827946356,8.733480206,-7.903299156,8.061607293,-5.305887078,-2.837391983,-4.33899042
2.77,0.4917735727,2.099985781,4.030946785,-2.754761179,-0.4712599242,0.2808078314,0.1885015794,-1.36607236,-1.228031903,5.358416752,-1.259958258,6.288801186,-6.828253126,-3.923729012,2.036032159,0.6792671775,0.7233699905,-0.03775016048,-0.1569532612,-2.250182544,1.680933699,-1.302682862,0.5730696867,5.142201504,8.679342889,-7.865655461,8.147579176,-5.713254403,-3.238962653,-4.697465891
2.78,0.3596115698,2.223438176,4.395812055,-2.604131294,-0.4702738833,-0.480485909,0.3629875748,-1.896987872,-1.803807843,4.67415211,-1.126072737,5.592922324,-6.398775273,-3.915558175,1.8635213,0.103206582,0.5748108126,-0.002422835455,-0.1599075126,-2.365847705,1.772472464,-0.8539155904,0.03081252642,4.425594722,8.578834518,-7.785999484,8.190021055,-6.093147366,-3.624818051,-5.033156052
2.79,0.2117835438,2.25186676,4.571181589,-2.393056361,-0.4585288182,-1.230214519,0.5318454171,-2.398678728,-2.352062147,3.934408828,-0.9789438048,4.831750373,-5.908964893,-3.871239128,1.673189441,-0.4736744628,0.4216821277,0.03292372422,-0.1617800639,-2.465349184,1.851886898,-0.4000220546,-0.511629609,3.682426865,8.43249208,-7.664756687,8.188706176,-6.443739107,-3.993086027,-5.344432619
2.8,0.05472943558,2.184056571,4.549495513,-2.126435685,-0.4362934352,-1.95033229,0.6924569513,-2.863415969,-2.864429812,3.147967097,-0.820301803,4.014171433,-5.36344029,-3.79118102,1.46685674,-1.046789993,0.2652012452,0.06800890576,-0.1625582481,-2.548007178,1.918633776,0.05627291132,-1.051000307,2.917158202,8.241097436,-7.502574653,8.143641565,-6.763343671,-4.341979767,-5.629785729
2.81,-0.1047088913,2.022905636,4.331688676,-1.810457855,-0.4040764398,-2.623506234,0.842331882,-3.284039936,-3.333093379,2.324161385,-0.6520124731,3.149730112,-4.767345086,-3.676122944,1.246496374,-1.611583977,0.1066121231,0.1025541715,-0.1622368011,-2.613256959,1.972256528,0.5122300572,-1.584061593,2.134381642,8.005673149,-7.300319636,8.055067987,-7.050424119,-4.669806456,-5.887831261
2.82,-0.2595857077,1.775301114,3.927150348,-1.452457101,-0.3626148993,-3.233533287,0.9791463856,-3.654070571,-3.750902204,1.47276964,-0.4760550164,2.248518101,-4.126299721,-3.52712711,1.014215666,-2.16356654,-0.05282452102,0.1362852699,-0.1608178974,-2.660652736,2.012388355,0.9651121609,-2.107613371,1.338795173,7.727477019,-7.059071927,7.923458665,-7.303599915,-4.974975497,-6.117317551
2.83,-0.4031540012,1.451824963,3.353319466,-1.060743055,-0.3128573795,-3.765730309,1.100779142,-3.96780725,-4.111481559,0.6038972367,-0.2944988167,1.321056362,-3.446348459,-3.345569038,0.772235934,-2.698349647,-0.2118412322,0.1689344134,-0.1583111352,-2.689870697,2.03875474,1.41220046,-2.61851263,0.5351736617,7.407995361,-6.780120084,7.749516745,-7.521653566,-5.256006227,-6.317131465
2.84,-0.5291594006,1.06630169,2.634932872,-0.6444078743,-0.2559422432,-4.207287499,1.205344224,-4.2204166,-4.409329897,-0.2721429689,-0.1094791031,0.3781723009,-2.733902398,-3.133124863,0.5228712494,-3.211681998,-0.3691738936,0.2002424036,-0.1547334716,-2.700711222,2.05117533,1.850810976,-3.113692318,-0.2716597991,7.048935068,-6.464954054,7.534171547,-7.703536478,-5.511535098,-6.486303793
2.85,-0.6321126401,0.635207529,1.80295895,-0.2131152051,-0.1931716068,-4.547576729,1.291220343,-4.408006968,-4.639902792,-1.144953044,0.07682816196,-0.5691266328,-1.995679022,-2.891755857,0.2685063063,-3.699482811,-0.5235717762,0.2299606895,-0.1501091078,-2.693100247,2.049565161,2.27831062,-3.590179751,-1.07686284,6.652214488,-6.115257211,7.278573593,-7.848373998,-5.7403223,-6.624013956
2.86,-0.707528692,0.1769662943,0.8932626335,0.2231241267,-0.1259815501,-4.778407354,1.357075981,-4.527688369,-4.799682271,-2.004173395,0.2622318737,-1.509781449,-1.238638865,-2.623690326,0.0115736164,-4.157874275,-0.6738074808,0.2578533407,-0.1444693256,-2.667089771,2.03393525,2.692133009,-4.045114457,-1.875602878,6.219953177,-5.732897368,6.984088464,-7.95546962,-5.941257769,-6.729593984
2.87,-0.7521221516,-0.2888380073,-0.05494066583,0.6541844767,-0.05590926119,-4.89422336,1.401890041,-4.577617014,-4.886230497,-2.839605727,0.4445515534,-2.432810721,-0.4699198761,-2.331403033,-0.2454697529,-4.583212367,-0.8186866961,0.2836989203,-0.1378522753,-2.622857501,2.004392509,3.089793866,-4.475765352,-2.663086118,5.754460573,-5.319916796,6.652289504,-8.024308332,-6.113366577,-6.802531756
2.88,-0.763950361,-0.7422981437,-1.00077557,1.070060411,0.01544213147,-4.892237097,1.424967678,-4.55702371,-4.898226959,-3.641334094,0.6216429933,-3.327438789,0.303229875,-2.017592361,-0.5001656758,-4.972115827,-0.9570576926,0.3072922427,-0.1303027183,-2.560705634,1.961139022,3.468905936,-4.879547135,-3.434586324,5.258223661,-4.87852132,6.284949412,-8.054559099,-6.255813662,-6.842473482
2.89,-0.7424980394,-1.164034439,-1.903468796,1.461098944,0.08644023582,-4.772496372,1.42595107,-4.466225715,-4.835488618,-4.399842587,0.7914234728,-4.183221555,1.073520544,-1.68515539,-0.7500784752,-5.321493033,-1.087820478,0.328446003,-0.1218717239,-2.481058798,1.904470657,3.827193315,-5.254035804,-4.185473187,4.733893681,-4.411068536,5.884030772,-8.046076448,-6.367907877,-6.849225423
2.9,-0.68869973,-1.536023011,-2.724106826,1.818223597,0.1554607424,-4.537883304,1.404824971,-4.306621846,-4.698972709,-5.106128286,0.9518962537,-4.99016841,1.833689243,-1.337161161,-0.9928182156,-5.628566582,-1.209935544,0.3469922636,-0.1126163238,-2.384461148,1.834775046,4.162505118,-5.596983212,-4.911240113,4.184271966,-3.920055215,5.45167557,-7.99890117,-6.449105348,-6.822754828
2.91,-0.604899088,-1.84236606,-3.427313396,2.133145074,0.2209245857,-4.194044949,1.361916941,-4.080670932,-4.490762124,-5.751808116,1.101174063,-5.738858866,2.576568524,-0.976822335,-1.226063558,-5.890895368,-1.322432125,0.3627837876,-0.1025991265,-2.271572647,1.752528931,4.472828385,-5.906330562,-5.607531268,3.612294976,-3.408103975,4.990193747,-7.913260127,-6.499012109,-6.763190095
2.92,-0.4947467825,-2.069971303,-3.982774504,2.398553664,0.2813340702,-3.749257377,1.297892275,-3.791853932,-4.214033641,-6.329218345,1.237501288,-6.420552535,3.295153953,-0.6074655411,-1.447583958,-6.106393984,-1.42441592,0.3756952077,-0.09188789371,-2.143164559,1.658294905,4.756300171,-6.180220767,-6.270167726,3.021018608,-2.877949264,4.502050856,-7.789565155,-6.517386015,-6.670820146
2.93,-0.3630414592,-2.209111499,-4.366545199,2.608288912,0.3353071351,-3.214226472,1.213743679,-3.444620309,-3.87300945,-6.831505554,1.359274625,-7.027291165,3.982670161,-0.2325006598,-1.655261001,-6.273349308,-1.515076201,0.3856240215,-0.08055508192,-2.00011418,1.552717561,5.011218725,-6.417009596,-6.895172543,2.413601868,-2.332422762,3.989854896,-7.62841109,-6.504137918,-6.546093025
2.94,-0.2155206941,-2.253840167,-4.5620818,2.757482608,0.3816089733,-2.601830243,1.110775884,-3.044319482,-3.472892737,-7.252707974,1.465061933,-7.551991547,4.63263472,0.1446106545,-1.847108652,-6.390434113,-1.593692256,0.392491405,-0.06867735236,-1.843398843,1.436519085,5.236053708,-6.615275549,-7.47879463,1.793289998,-1.774438251,3.456342371,-7.430572901,-6.459332095,-6.389613729
2.95,-0.0586110425,-2.202245725,-4.560955066,2.842671786,0.4191802818,-1.926808856,0.990585416,-2.597118414,-3.019788289,-7.587826252,1.553619078,-7.988528205,5.23891927,0.5203869313,-2.02129226,-6.456717625,-1.659639121,0.3962428388,-0.05633505236,-1.67408924,1.310494316,5.429455381,-6.773828386,-8.017531266,1.163397132,-1.206976056,2.904363675,-7.19700197,-6.383185943,-6.202141268
2.96,0.100851925,-2.05653318,-4.363213571,2.861879102,0.4471614964,-1.205409844,0.8550358371,-2.109906605,-2.520609357,-7.832882787,1.623904567,-8.331804908,5.795807298,0.8913590256,-2.176146092,-6.471672915,-1.712392544,0.3968485407,-0.04361167185,-1.493342111,1.175505306,5.590262707,-6.891716276,-8.508149116,0.5272885945,-0.6330671227,2.336867858,-6.92882151,-6.276068918,-5.984584988
2.97,0.2559214059,-1.822929898,-3.977381602,2.814658729,0.4649124568,-0.4549970332,0.7062288553,-1.590189952,-1.982972175,-7.984968945,1.675091792,-8.577814162,6.298048039,1.254102144,-2.310189268,-6.435181098,-1.751533159,0.3943037021,-0.03059327862,-1.302392336,1.032475429,5.71751032,-6.968231509,-8.947703642,-0.1116370838,-0.0557768319,1.756886877,-6.627321171,-6.138500747,-5.738000158
2.98,0.3998419946,-1.511419459,-3.420091698,2.702106711,0.472027053,0.3063673999,0.5464717354,-1.045975117,-1.415079754,-8.042279579,1.706578756,-8.723683999,6.740905986,1.605267462,-2.422139924,-6.347532266,-1.776749814,0.3886285261,-0.01736793604,-1.1025445,0.8823830583,5.810434322,-7.002914746,-9.333556771,-0.7499663196,0.5218113758,1.167519391,-6.293950832,-5.971148902,-5.463582849
2.99,0.5263439726,-1.135314988,-2.715367648,2.526835516,0.4683425158,1.060357675,0.3782415251,-0.4856461773,-0.8255967227,-8.004134454,1.717995149,-8.767711498,7.120205536,1.941613043,-2.510927467,-6.209423192,-1.787842046,0.3798680675,-0.004025107433,-0.8951639819,0.7262548785,5.868476866,-6.995557775,-9.663392729,-1.384288717,1.096612468,0.5719142094,-5.93031363,-5.774825367,-5.162664139
3,0.6299164412,-0.7106901854,-1.893588868,2.292913402,0.4539431407,1.788825507,0.204146648,0.08216454072,-0.2235171323,-7.870986325,1.709206707,-8.709382673,7.432370364,2.260033762,-2.575702815,-6.021951786,-1.784721678,0.3680918745,0.00934494916,-0.6816676238,0.5651588611,5.89128951,-6.946204761,-9.935231942,-2.011215286,1.665556301,-0.02674653387,-5.538158254,-5.550482691,-4.83670365
3.01,0.7060473969,-0.2556923818,-0.990180797,2.005769985,0.4291583597,2.474236925,0.02688645981,0.6487094465,0.3819727754,-7.644415558,1.680316787,-8.549378469,7.674457142,2.557589977,-2.615846515,-5.786608367,-1.767413514,0.3533934373,0.02265179151,-0.4635140518,0.4001969591,5.878735303,-6.855151982,-10.14744291,-2.627396552,2.225604012,-0.6252643787,-5.119370533,-5.299209374,-4.487282469
3.02,0.7514202909,0.2102330314,-0.04408777136,1.672070211,0.3945552041,3.100094312,-0.1507906052,1.205260451,0.9816347255,-7.327111377,1.631665156,-8.289566811,7.844183291,2.831534667,-2.63097467,-5.505263818,-1.736055148,0.3358894453,0.03580540499,-0.2421937104,0.2324975699,5.830889612,-6.722946051,-10.29875202,-3.229540448,2.773764259,-1.220441629,-4.675964367,-5.02222458,-4.116095485
3.03,0.7640585105,0.6671736462,0.9039058006,1.299559658,0.3509253323,3.651333498,-0.3261296491,1.743243428,1.566319363,-6.922839942,1.563823992,-7.932980803,7.939948505,3.07933879,-2.620942609,-5.180154711,-1.690895865,0.3157188608,0.04871681151,-0.01921868007,0.06320781585,5.748039666,-6.550380632,-10.38825114,-3.814429905,3.30710919,-1.809098435,-4.210072043,-4.720872225,-3.724943158
3.04,0.7434114877,1.095601041,1.812933581,0.8968847486,0.2992669174,4.114686345,-0.4964120252,2.254370309,2.12710585,-6.436399648,1.477591154,-7.483783312,7.960849835,3.298714632,-2.585846269,-4.813865527,-1.632294663,0.2930418161,0.0612986714,0.203887654,-0.1065143018,5.630682833,-6.338491678,-10.41540314,-4.378940039,3.822790087,-2.388089787,-3.723933983,-4.396614453,-3.315722794
3.05,0.6903786838,1.477205372,2.643808979,0.4733920551,0.2407618115,4.479000109,-0.658997491,2.730766765,2.655437974,-5.873564172,1.373980801,-6.947218377,7.906690209,3.487636927,-2.526021279,-4.409308115,-1.560717398,0.2680383419,0.07346587421,0.4256010095,-0.2755078243,5.479523636,-6.088551209,-10.38004506,-4.920054846,4.31805258,-2.954322311,-3.219887967,-4.051024545,-2.890419339
3.06,0.6072704059,1.79567789,3.360714416,0.03891135737,0.1767485066,4.735505884,-0.8113651449,3.165093517,3.143254698,-5.241013944,1.254211465,-6.329549982,7.777980284,3.644361557,-2.442039751,-3.969698536,-1.476733078,0.2409069384,0.08513611445,0.6444066209,-0.4426167768,5.295469519,-5.80205968,-10.2823891,-5.434883318,4.790251357,-3.504770801,-2.700357892,-3.685779286,-2.45109575
3.07,0.4977071609,2.037407929,3.932745356,-0.3964725202,0.1086915125,4.878029663,-0.9511525137,3.550659405,3.583113146,-4.546256857,1.119691716,-5.637988933,7.575933635,3.767441647,-2.334704805,-3.498531504,-1.381009344,0.2118629991,0.09623044836,0.858809589,-0.6066980756,5.079625404,-5.480736968,-10.12302137,-5.920674883,5.236864295,-4.036494382,-2.167842116,-3.302650826,-1.999882989
3.08,0.3664619331,2.192064592,4.335242552,-0.8226537893,0.03814785124,4.90314095,-1.076192182,3.881524469,3.96830217,-3.797539149,0.9720036026,-4.880608677,7.302455313,3.85574093,-2.205042895,-2.999552602,-1.27430716,0.1811371007,0.1066738279,1.067345093,-0.7666293471,4.833287057,-5.126512054,-9.902898336,-6.374834107,5.655505931,-4.546652218,-1.624901445,-2.903498082,-1.538969689
3.09,0.2192522548,2.253038268,4.550855055,-1.229740265,-0.03326856449,4.810235324,-1.1845454,4.152591463,4.29294474,-3.003747532,0.8128840409,-4.066251048,6.960123878,3.908444231,-2.054293988,-2.476728504,-1.157474764,0.1489731732,0.1163956085,1.268588401,-0.9213166055,4.557933307,-4.741511435,-9.623341122,-6.794934559,6.043940205,-5.032518692,-1.074146816,-2.490257723,-1.070591534
3.1,0.06249112934,2.217723104,4.570288191,-1.608282977,-0.1039238551,4.60154899,-1.274532142,4.359684375,4.552087615,-2.17430371,0.6442043893,-3.204423048,6.552167094,3.925064997,-1.883899706,-1.934215444,-1.031440925,0.1156265626,0.1253300268,1.4611646,-1.069701736,4.255217169,-4.328046364,-9.286027539,-7.178731769,6.400092399,-5.491497971,-0.5182267426,-2.064934769,-0.5970204164
3.11,-0.09699234313,2.087628376,4.392704229,-1.949495489,-0.172201554,4.282104958,-1.344757155,4.499612771,4.741776917,-1.319052552,0.4679484394,-2.305185862,6.082431487,3.905449786,-1.695489545,-1.376326176,-0.8972075591,0.08136200445,0.1334166456,1.643757992,-1.210769731,3.926955923,-3.888598973,-8.892982043,-7.524175229,6.722060221,-5.921137869,0.04018542185,-1.629592863,-0.1205534197
3.12,-0.2522504669,1.868313984,4.025758503,-2.245457844,-0.2365395898,3.859592136,-1.394131594,4.570220937,4.859118458,-0.4481452414,0.2861890856,-1.379037394,5.555346082,3.849779684,-1.490865285,-0.8074956869,-0.7558417665,0.04645152154,0.1406007626,1.815121083,-1.343555638,3.575120201,-3.425807373,-8.446563571,-7.829419341,7.008123967,-6.319142953,0.5984043394,-1.18634426,0.3564983279
3.13,-0.3965196181,1.569152841,3.485269399,-2.489300397,-0.2954660235,3.34418026,-1.421889906,4.570421098,4.902321896,0.4280812136,0.1010639462,-0.4367897188,4.975880642,3.758568634,-1.271983763,-0.2322459427,-0.6084673462,0.01117226469,0.1468337807,1.974083105,-1.467151154,3.201822159,-2.942449813,-7.949451393,-8.092833279,7.256755705,-6.683386804,1.153745601,-0.7373395795,0.8318208612
3.14,-0.5235148938,1.202930295,2.794536452,-2.675363266,-0.3476327238,2.748275118,-1.427601694,4.50021017,4.870728054,1.299226669,-0.08524977652,0.5105571418,4.349498809,3.632658692,-1.040938161,0.34485006,-0.4562558635,-0.02419568765,0.1520735364,2.119558016,-1.580710842,2.809302796,-2.441428009,-7.404629024,-8.313009703,7.466627435,-7.01192338,1.703538638,-0.2847573671,1.303108603
3.15,-0.6277039054,0.7852977207,1.983335948,-2.799327707,-0.3918462101,2.086219941,-1.411178397,4.360669809,4.764818977,2.15495129,-0.2705609017,1.451943638,3.682106587,3.473212251,-0.7999379864,0.9192046482,-0.3004173363,-0.05937155286,0.1562845851,2.250551917,-1.683457915,2.399918502,-1.925749716,-6.815366323,-8.488772279,7.636618184,-7.302997411,2.245139559,0.1692064726,1.768075546
3.16,-0.7045477904,0.334103618,1.086637314,-2.858316353,-0.4270949571,1.373950168,-1.37287466,4.15394975,4.586210573,2.985098273,-0.4526900397,2.376379804,2.97999666,3.281701312,-0.5512879422,1.486251942,-0.1421906163,-0.09407607331,0.1594384411,2.366169847,-1.774689546,1.976126911,-1.398510676,-6.185199864,-8.619181963,7.765819991,-7.555053778,2.775943871,0.6223493316,2.224466344
3.17,-0.7506989421,-0.1313691813,0.1430956537,-2.850960007,-0.4525725364,0.6286098887,-1.313284385,3.883234684,4.337627964,3.779814405,-0.6294952235,3.273073553,2.249789054,3.059893893,-0.2973658884,2.04148415,0.01716645998,-0.1280337333,0.16151377,2.465621894,-1.853781679,1.540472147,-0.8628760354,-5.517911717,-8.703542014,7.853542761,-7.766745822,3.293398999,1.072472585,2.670067249
3.18,-0.7641468441,-0.5912276126,-0.8066146086,-2.777429419,-0.4676960668,-0.1318608142,-1.233331525,3.5526952,4.022863906,4.529667006,-0.7988970991,4.131556672,1.498368722,2.809837706,-0.04060010133,2.580487409,0.1763870701,-0.1609749464,0.1624965331,2.548228593,-1.920193297,1.095569553,-0.3220613389,-4.817506741,-8.741401723,7.899317946,-7.936942538,3.795016562,1.51739226,3.102716849
3.19,-0.7443056555,-1.025818554,-1.721553132,-2.639431323,-0.4721195489,-0.8891576728,-1.134255756,3.16742353,3.646720916,5.225755896,-0.9589033811,4.941807028,0.7328206294,2.533841258,0.2165539477,3.098976865,0.3342054763,-0.1926381956,0.1623800825,2.613425567,-1.97347012,0.6440899864,0.2206867704,-4.088188554,-8.732558818,7.902901049,-8.064734616,4.278384341,1.95494963,3.520316554
3.2,-0.6920397326,-1.41656875,-2.562278523,-2.440168822,-0.4657417814,-1.625052813,-1.017593255,2.7333551,3.214938005,5.859819027,-1.107632283,5.694365567,-0.03963705488,2.234452531,0.4716370744,3.592830744,0.4893670879,-0.2227721096,0.161165206,2.660767385,-2.013247716,0.1887437905,0.7621100432,-3.334334302,-8.677060543,7.864272933,-8.149439304,4.741177877,2.38302169,3.920840775
3.21,-0.6096259742,-1.746778579,-3.292548588,-2.184267041,-0.4487086762,-2.321833491,-0.8851528847,2.257177091,2.73410311,6.424330551,-1.243334647,6.380446745,-0.8117210108,1.914435465,0.7222098989,4.058123113,0.6406384347,-0.2511374583,0.1588601217,2.689930603,-2.039253993,-0.2677354805,1.298958183,-2.560468389,-8.575203409,7.783639919,-8.19060405,5.181171652,2.799531458,4.302346748
3.22,-0.5006546313,-2.002335756,-3.880882666,-1.87766577,-0.4214099203,-2.962728438,-0.7389881441,1.746225415,2.211552578,6.912590144,-1.364414518,6.992041089,-1.576151443,1.576744439,0.9658761737,4.49115509,0.7868169723,-0.277509052,0.1554804223,2.700715976,-2.051311059,-0.72260747,1.82800836,-1.771235324,-8.427531607,7.661432688,-8.188008924,5.596249788,3.202458051,4.662983957
3.23,-0.3698729028,-2.172318448,-4.301918708,-1.527481598,-0.3844700602,-3.532311531,-0.5813653299,1.208371703,1.655259237,7.318802536,-1.469447912,7.522008701,-2.325720718,1.224496998,1.200305699,4.888484252,0.9267406422,-0.3016775294,0.1510489699,2.693049816,-2.049336438,-1.17314147,2.346084555,-0.9713718422,-8.234834101,7.498303975,-8.14166779,5.984416224,3.589846491,5.001003111
3.24,-0.2229781292,-2.24946205,-4.537506591,-1.141842723,-0.3387342139,-4.016873104,-0.4147283971,0.6519020328,1.073710742,7.638146293,-1.557199561,7.964162617,-3.053361327,0.8609450707,1.423256607,5.246951996,1.059297109,-0.3234510193,0.1455957413,2.6669845,-2.033343639,-1.616632816,2.850076632,-0.1656784822,-7.998140416,7.295125089,-8.051828235,6.343804312,3.95981719,5.314764632
3.25,-0.06636959546,-2.23046965,-4.577490534,-0.7297002934,-0.2852487354,-4.404749925,-0.2416610655,0.08538927676,0.4757800839,7.866831048,-1.626637445,8.313341027,-3.752212518,0.489444947,1.632596802,5.563708654,1.183432605,-0.3426566641,0.1391576251,2.622698109,-2.003442058,-2.050419119,3.336959003,0.6410092298,-7.718715132,7.052981255,-7.918970245,6.672685798,4.31057507,5.602746601
3.26,0.09313024576,-2.116152932,-4.4201469,-0.3006206339,-0.2252372769,-4.686605932,-0.06484675859,-0.4824389712,-0.1294097994,8.002142485,-1.676944924,8.56546754,-4.415684992,0.1134262954,1.826324345,5.836236142,1.298160303,-0.3591419923,0.131778172,2.560493211,-1.959836231,-2.471896256,3.803808793,1.443849799,-7.398051133,6.773165821,-7.743803637,6.969479131,4.640418274,5.863552148
